Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
Cedar Street & Columbus Ave,Science Museum of Minnesota,3,3,3,3,3,3
Cedar Street & Columbus Ave,Selby Ave & Virginia Street,10,10,10,10,10,10
Cedar Street & Columbus Ave,Shepard Road & Sibley Street,3,3,3,3,3,3
Cedar Street & Columbus Ave,Union Depot,6,6,6,6,6,6
Cedar Street & Columbus Ave,Upper Landing,4,4,4,4,4,4
Cedar Street & Columbus Ave,Wabasha Street S & E Fillmore Ave,9,9,9,9,9,9
Cedar Street & Columbus Ave,Wells Fargo Place,11,11,11,11,11,11
Central Ave NE & 22nd Ave NE,100 Main Street SE,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,10th Street & Nicollet Mall,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,11th Ave S & S 2nd Street,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,11th Street & Hennepin,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,11th Street & Marquette,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,15th Ave SE & 4th Street SE,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,15th Ave SE & Como Ave SE,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,18th Ave Trail & 2nd Street NE,19,19,19,19,19,19
Central Ave NE & 22nd Ave NE,22nd Ave NE & California Street NE,22,22,22,22,22,22
Central Ave NE & 22nd Ave NE,22nd Ave S & Franklin Ave,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,23rd Ave SE & University Ave SE,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,2nd Ave N & N 6th Street,9,9,9,9,9,9
Central Ave NE & 22nd Ave NE,2nd Ave N & Washington Ave N,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,2nd Ave S & S 3rd Street,6,6,6,6,6,6
Central Ave NE & 22nd Ave NE,2nd Street N & 8th Ave N,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,2nd Street SE & 5th Ave SE,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,3rd Ave S & E 38th Street,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,3rd Street N & 8th Ave N,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,3rd Street NE & Lowry Ave NE,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,4th Street & 13th Ave SE,7,7,7,7,7,7
Central Ave NE & 22nd Ave NE,4th Street S & 19th Ave,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,5th Ave N & 4th Street N,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,5th Street NE & 1st Ave NE,12,12,12,12,12,12
Central Ave NE & 22nd Ave NE,5th Street NE & 3rd Ave NE,18,18,18,18,18,18
Central Ave NE & 22nd Ave NE,6th Ave SE & University Ave,18,18,18,18,18,18
Central Ave NE & 22nd Ave NE,7th Street & 4th Ave S,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,7th Street SE & 10th Ave SE,9,9,9,9,9,9
Central Ave NE & 22nd Ave NE,9th Street & 4th Ave,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Boom Island Park,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,Broadway & Marshall Street NE,11,11,11,11,11,11
Central Ave NE & 22nd Ave NE,Broadway Street N & 4th Street E,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Bryant Ave N & West Broadway,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Carleton Street & University Ave ,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Central Ave NE & 22nd Ave NE,70,70,70,70,70,70
Central Ave NE & 22nd Ave NE,Chicago Ave & S Washington Ave,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,Como Ave SE & 29th Ave SE,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,Curfew Street & Ellis Ave.,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Elliot Hall,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Elliot Park,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Farview Park,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Franklin & 11th Ave,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Gateway Park,32,32,32,32,32,32
Central Ave NE & 22nd Ave NE,Groveland Ave & Clifton Place,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Hennepin & Central Avenue NE,28,28,28,28,28,28
Central Ave NE & 22nd Ave NE,Hennepin Ave & S Washington Ave,8,8,8,8,8,8
Central Ave NE & 22nd Ave NE,Hennepin County Government Center,8,8,8,8,8,8
Central Ave NE & 22nd Ave NE,IDS Center,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Kowalski's Market,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Lake Street & Knox Ave S,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,Logan Park,55,55,55,55,55,55
Central Ave NE & 22nd Ave NE,Loring Park,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,Lyndale Ave S & 22nd Street ,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,MCAD,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,Macalester College,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Malcolm Ave SE & 5th Street SE,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Mariucci Arena,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,Marshall Street NE & 18th Ave NE,6,6,6,6,6,6
Central Ave NE & 22nd Ave NE,Marshall Street NE & 8th Ave NE,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,Marshall Street NE & Lowry Ave,31,31,31,31,31,31
Central Ave NE & 22nd Ave NE,McNamara Center,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Midtown Exchange,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Midtown Greenway & 5th Ave S,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Mill City Quarter,27,27,27,27,27,27
Central Ave NE & 22nd Ave NE,Minneapolis Farmers Market,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,Mississippi River Blvd & Summit Ave,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,N 4th Ave & W River Parkway,10,10,10,10,10,10
Central Ave NE & 22nd Ave NE,N Washington Ave & 9th Ave N,12,12,12,12,12,12
Central Ave NE & 22nd Ave NE,Nicollet & Franklin,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Nicollet Island,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,North 2nd Street & 4th Ave N,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,Oak Street Ramp,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Park Ave & 4th Street S,2,2,2,2,2,2
Central Ave NE & 22nd Ave NE,Plymouth Ave N &  N Oliver Ave,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Portland Ave & Washington Ave,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,Riverside Ave & 23rd Ave S,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,S 5th Street & Nicollet Mall,13,13,13,13,13,13
Central Ave NE & 22nd Ave NE,S 8th Street & 2nd Ave S,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,SE 3rd Ave & University Ave SE,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Sanford Hall,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,South 2nd Street & 3rd Ave S,26,26,26,26,26,26
Central Ave NE & 22nd Ave NE,Target Field Station,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,University & Bank Street SE,27,27,27,27,27,27
Central Ave NE & 22nd Ave NE,University Ave NE & 12th Ave NE,18,18,18,18,18,18
Central Ave NE & 22nd Ave NE,Washington & Cedar,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,Washington & Marquette,5,5,5,5,5,5
Central Ave NE & 22nd Ave NE,Washington Ave N & Cedar Lake Trail,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Washington Ave SE & Union Street SE,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Weisman Art Museum,3,3,3,3,3,3
Central Ave NE & 22nd Ave NE,West 15th Street & Willow,4,4,4,4,4,4
Central Ave NE & 22nd Ave NE,West 32nd Street & Bryant Ave S,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,Willey Hall,1,1,1,1,1,1
Central Ave NE & 22nd Ave NE,YWCA Downtown,1,1,1,1,1,1
Chicago & 27th Street,100 Main Street SE,3,3,3,3,3,3
Chicago & 27th Street,10th Street & Nicollet Mall,3,3,3,3,3,3
Chicago & 27th Street,10th Street E & Cedar Street,1,1,1,1,1,1
Chicago & 27th Street,11th Ave S & S 2nd Street,6,6,6,6,6,6
Chicago & 27th Street,11th Street & Hennepin,28,28,28,28,28,28
Chicago & 27th Street,11th Street & Marquette,4,4,4,4,4,4
Chicago & 27th Street,15th Ave SE & 4th Street SE,12,12,12,12,12,12
Chicago & 27th Street,15th Ave SE & Como Ave SE,9,9,9,9,9,9
Chicago & 27th Street,18th Ave Trail & 2nd Street NE,3,3,3,3,3,3
Chicago & 27th Street,22nd Ave S & Franklin Ave,37,37,37,37,37,37
Chicago & 27th Street,23rd Ave SE & University Ave SE,1,1,1,1,1,1
Chicago & 27th Street,25th Street & 33rd Ave S,4,4,4,4,4,4
Chicago & 27th Street,26th Street & Hennepin,5,5,5,5,5,5
Chicago & 27th Street,26th Street & Lyndale,6,6,6,6,6,6
Chicago & 27th Street,27th Ave S & Minnehaha Ave,1,1,1,1,1,1
Chicago & 27th Street,27th Ave SE & University Ave,3,3,3,3,3,3
Chicago & 27th Street,28th Street & Nicollet Ave. S,19,19,19,19,19,19
Chicago & 27th Street,2nd Ave N & N 6th Street,2,2,2,2,2,2
Chicago & 27th Street,2nd Street N & 8th Ave N,1,1,1,1,1,1
Chicago & 27th Street,2nd Street SE & 5th Ave SE,1,1,1,1,1,1
Chicago & 27th Street,38th Street Light Rail Station,3,3,3,3,3,3
Chicago & 27th Street,3rd Ave S & E 38th Street,2,2,2,2,2,2
Chicago & 27th Street,3rd Street N & 8th Ave N,1,1,1,1,1,1
Chicago & 27th Street,46th Street Light Rail Station,1,1,1,1,1,1
Chicago & 27th Street,4th Street & 13th Ave SE,31,31,31,31,31,31
Chicago & 27th Street,4th Street S & 19th Ave,36,36,36,36,36,36
Chicago & 27th Street,5th Ave N & 4th Street N,2,2,2,2,2,2
Chicago & 27th Street,6th Ave SE & University Ave,28,28,28,28,28,28
Chicago & 27th Street,7th Street & 4th Ave S,6,6,6,6,6,6
Chicago & 27th Street,7th Street N & Plymouth Ave N,1,1,1,1,1,1
Chicago & 27th Street,7th Street SE & 10th Ave SE,1,1,1,1,1,1
Chicago & 27th Street,7th Street W & Grand Ave,1,1,1,1,1,1
Chicago & 27th Street,9th Street & 4th Ave,7,7,7,7,7,7
Chicago & 27th Street,9th Street N & Hawthorne Ave,3,3,3,3,3,3
Chicago & 27th Street,Broadway Street N & 4th Street E,1,1,1,1,1,1
Chicago & 27th Street,Carleton Street & University Ave ,1,1,1,1,1,1
Chicago & 27th Street,Chicago & 27th Street,50,50,50,50,50,50
Chicago & 27th Street,Chicago Ave & S Washington Ave,4,4,4,4,4,4
Chicago & 27th Street,Cleveland Ave S & Highland Parkway,1,1,1,1,1,1
Chicago & 27th Street,Coldwater Spring,1,1,1,1,1,1
Chicago & 27th Street,Como Ave SE & 29th Ave SE,2,2,2,2,2,2
Chicago & 27th Street,Currie Park,5,5,5,5,5,5
Chicago & 27th Street,Dupont Ave & 22nd Street,2,2,2,2,2,2
Chicago & 27th Street,Dupont Ave S & W 29th Street,9,9,9,9,9,9
Chicago & 27th Street,E Franklin Ave & Bloomington Ave S,4,4,4,4,4,4
Chicago & 27th Street,East Lake Street & 36th Ave S,1,1,1,1,1,1
Chicago & 27th Street,Elliot Ave S & E 24th Street,3,3,3,3,3,3
Chicago & 27th Street,Elliot Park,5,5,5,5,5,5
Chicago & 27th Street,Franklin & 11th Ave,6,6,6,6,6,6
Chicago & 27th Street,Franklin & 28th Ave,6,6,6,6,6,6
Chicago & 27th Street,Franklin & Portland,11,11,11,11,11,11
Chicago & 27th Street,Gateway Park,1,1,1,1,1,1
Chicago & 27th Street,Grand Ave & Fairview Ave,2,2,2,2,2,2
Chicago & 27th Street,Grant Street & Portland Ave,9,9,9,9,9,9
Chicago & 27th Street,Hennepin & Central Avenue NE,1,1,1,1,1,1
Chicago & 27th Street,Hennepin Ave & S Washington Ave,3,3,3,3,3,3
Chicago & 27th Street,Hennepin County Government Center,9,9,9,9,9,9
Chicago & 27th Street,Hiawatha Ave & E 50th Street,3,3,3,3,3,3
Chicago & 27th Street,IDS Center,8,8,8,8,8,8
Chicago & 27th Street,Kowalski's Market,1,1,1,1,1,1
Chicago & 27th Street,Lake Calhoun Center,26,26,26,26,26,26
Chicago & 27th Street,Lake Nokomis,3,3,3,3,3,3
Chicago & 27th Street,Lake Street & Humboldt,20,20,20,20,20,20
Chicago & 27th Street,Lake Street & Knox Ave S,34,34,34,34,34,34
Chicago & 27th Street,Lake Street & West River Parkway,5,5,5,5,5,5
Chicago & 27th Street,Loring Park,1,1,1,1,1,1
Chicago & 27th Street,Lyndale Ave S & 22nd Street ,4,4,4,4,4,4
Chicago & 27th Street,Lyndale Ave S & W 29th Street,14,14,14,14,14,14
Chicago & 27th Street,MCAD,11,11,11,11,11,11
Chicago & 27th Street,McNamara Center,5,5,5,5,5,5
Chicago & 27th Street,Midtown Exchange,95,95,95,95,95,95
Chicago & 27th Street,Midtown Greenway & 5th Ave S,16,16,16,16,16,16
Chicago & 27th Street,Midtown YWCA,16,16,16,16,16,16
Chicago & 27th Street,Mill City Quarter,5,5,5,5,5,5
Chicago & 27th Street,Minneapolis Farmers Market,1,1,1,1,1,1
Chicago & 27th Street,Minnehaha Park,4,4,4,4,4,4
Chicago & 27th Street,Mississippi River Blvd & Summit Ave,1,1,1,1,1,1
Chicago & 27th Street,Mpls Convention Center,2,2,2,2,2,2
Chicago & 27th Street,N 4th Ave & W River Parkway,26,26,26,26,26,26
Chicago & 27th Street,NE Central Ave & NE 14th Ave,1,1,1,1,1,1
Chicago & 27th Street,Nicollet & Franklin,22,22,22,22,22,22
Chicago & 27th Street,Nicollet Ave & W 37th Street,3,3,3,3,3,3
Chicago & 27th Street,Nicollet Island,1,1,1,1,1,1
Chicago & 27th Street,Nicollet Mall & Grant Street,8,8,8,8,8,8
Chicago & 27th Street,North 2nd Street & 4th Ave N,5,5,5,5,5,5
Chicago & 27th Street,North Mississippi Regional Park,1,1,1,1,1,1
Chicago & 27th Street,Oak Street Ramp,1,1,1,1,1,1
Chicago & 27th Street,Park Ave & 4th Street S,8,8,8,8,8,8
Chicago & 27th Street,Pleasant Ave S &  Lake Street,2,2,2,2,2,2
Chicago & 27th Street,Portland Ave & Washington Ave,10,10,10,10,10,10
Chicago & 27th Street,Riverside Ave & 23rd Ave S,3,3,3,3,3,3
Chicago & 27th Street,S 5th Street & Nicollet Mall,3,3,3,3,3,3
Chicago & 27th Street,S 8th Street & 2nd Ave S,1,1,1,1,1,1
Chicago & 27th Street,SE 3rd Ave & University Ave SE,3,3,3,3,3,3
Chicago & 27th Street,Sanford Hall,4,4,4,4,4,4
Chicago & 27th Street,Sherburne Ave & Snelling Ave N,1,1,1,1,1,1
Chicago & 27th Street,Social Sciences,2,2,2,2,2,2
Chicago & 27th Street,South 2nd Street & 3rd Ave S,3,3,3,3,3,3
Chicago & 27th Street,U of M St. Paul Student Center,1,1,1,1,1,1
Chicago & 27th Street,University & Bank Street SE,1,1,1,1,1,1
Chicago & 27th Street,University Ave NE & 12th Ave NE,2,2,2,2,2,2
Chicago & 27th Street,Upton Ave S & Sheridan Ave S,8,8,8,8,8,8
Chicago & 27th Street,W 31st Street & Hennepin Ave S,5,5,5,5,5,5
Chicago & 27th Street,W 36th Street & W Calhoun Parkway,1,1,1,1,1,1
Chicago & 27th Street,Walker Art Center,3,3,3,3,3,3
Chicago & 27th Street,Washington & Cedar,4,4,4,4,4,4
Chicago & 27th Street,Washington Ave S & 10th Ave S,2,2,2,2,2,2
Chicago & 27th Street,Washington Ave SE & Union Street SE,1,1,1,1,1,1
Chicago & 27th Street,Weisman Art Museum,8,8,8,8,8,8
Chicago & 27th Street,West 15th Street & Willow,14,14,14,14,14,14
Chicago & 27th Street,West 32nd Street & Bryant Ave S,1,1,1,1,1,1
Chicago & 27th Street,West 36th Street & Bryant Ave S,2,2,2,2,2,2
Chicago & 27th Street,West Broadway & Logan Ave N,1,1,1,1,1,1
Chicago & 27th Street,Willey Hall,7,7,7,7,7,7
Chicago & 27th Street,Williamson Hall,13,13,13,13,13,13
Chicago & 27th Street,Wirth Beach,1,1,1,1,1,1
Chicago & 27th Street,YWCA Downtown,4,4,4,4,4,4
Chicago & 27th Street,YWCA Uptown,12,12,12,12,12,12
Chicago Ave & S Washington Ave,100 Main Street SE,285,285,285,285,285,285
Chicago Ave & S Washington Ave,10th Street & Nicollet Mall,26,26,26,26,26,26
Chicago Ave & S Washington Ave,11th Ave S & S 2nd Street,105,105,105,105,105,105
Chicago Ave & S Washington Ave,11th Street & Hennepin,56,56,56,56,56,56
Chicago Ave & S Washington Ave,11th Street & Marquette,69,69,69,69,69,69
Chicago Ave & S Washington Ave,15th Ave SE & 4th Street SE,31,31,31,31,31,31
Chicago Ave & S Washington Ave,15th Ave SE & Como Ave SE,23,23,23,23,23,23
Chicago Ave & S Washington Ave,22nd Ave NE & California Street NE,2,2,2,2,2,2
Chicago Ave & S Washington Ave,22nd Ave S & Franklin Ave,13,13,13,13,13,13
Chicago Ave & S Washington Ave,23rd Ave SE & 6th Street SE,2,2,2,2,2,2
Chicago Ave & S Washington Ave,23rd Ave SE & University Ave SE,8,8,8,8,8,8
Chicago Ave & S Washington Ave,25th Street & 33rd Ave S,12,12,12,12,12,12
Chicago Ave & S Washington Ave,26th Street & Hennepin,1,1,1,1,1,1
Chicago Ave & S Washington Ave,26th Street & Lyndale,5,5,5,5,5,5
Chicago Ave & S Washington Ave,27th Ave S & Minnehaha Ave,6,6,6,6,6,6
Chicago Ave & S Washington Ave,27th Ave SE & University Ave,8,8,8,8,8,8
Chicago Ave & S Washington Ave,28th Street & Nicollet Ave. S,5,5,5,5,5,5
Chicago Ave & S Washington Ave,2nd Ave N & N 6th Street,16,16,16,16,16,16
Chicago Ave & S Washington Ave,2nd Ave N & Washington Ave N,75,75,75,75,75,75
Chicago Ave & S Washington Ave,2nd Ave S & S 3rd Street,64,64,64,64,64,64
Chicago Ave & S Washington Ave,2nd Street N & 8th Ave N,19,19,19,19,19,19
Chicago Ave & S Washington Ave,2nd Street SE & 5th Ave SE,71,71,71,71,71,71
Chicago Ave & S Washington Ave,38th Street Light Rail Station,2,2,2,2,2,2
Chicago Ave & S Washington Ave,3rd Ave S & E 38th Street,1,1,1,1,1,1
Chicago Ave & S Washington Ave,3rd Street N & 8th Ave N,11,11,11,11,11,11
Chicago Ave & S Washington Ave,46th Street Light Rail Station,2,2,2,2,2,2
Chicago Ave & S Washington Ave,4th Street & 13th Ave SE,74,74,74,74,74,74
Chicago Ave & S Washington Ave,4th Street & 17th Ave SE,10,10,10,10,10,10
Chicago Ave & S Washington Ave,4th Street S & 19th Ave,35,35,35,35,35,35
Chicago Ave & S Washington Ave,5th Ave N & 4th Street N,19,19,19,19,19,19
Chicago Ave & S Washington Ave,5th Street NE & 1st Ave NE,19,19,19,19,19,19
Chicago Ave & S Washington Ave,5th Street NE & 3rd Ave NE,4,4,4,4,4,4
Chicago Ave & S Washington Ave,6th Ave SE & University Ave,148,148,148,148,148,148
Chicago Ave & S Washington Ave,7th Street & 4th Ave S,99,99,99,99,99,99
Chicago Ave & S Washington Ave,7th Street N & Plymouth Ave N,4,4,4,4,4,4
Chicago Ave & S Washington Ave,7th Street SE & 10th Ave SE,7,7,7,7,7,7
Chicago Ave & S Washington Ave,9th Street & 4th Ave,14,14,14,14,14,14
Chicago Ave & S Washington Ave,9th Street N & Hawthorne Ave,19,19,19,19,19,19
Chicago Ave & S Washington Ave,Bohemian Flats,24,24,24,24,24,24
Chicago Ave & S Washington Ave,Boom Island Park,14,14,14,14,14,14
Chicago Ave & S Washington Ave,Broadway & Marshall Street NE,8,8,8,8,8,8
Chicago Ave & S Washington Ave,Chicago & 27th Street,3,3,3,3,3,3
Chicago Ave & S Washington Ave,Chicago Ave & S Washington Ave,497,497,497,497,497,497
Chicago Ave & S Washington Ave,Civil Engineering,6,6,6,6,6,6
Chicago Ave & S Washington Ave,Coffman Union,20,20,20,20,20,20
Chicago Ave & S Washington Ave,Coldwater Spring,1,1,1,1,1,1
Chicago Ave & S Washington Ave,Como Park Conservatory,6,6,6,6,6,6
Chicago Ave & S Washington Ave,Cooke Hall,6,6,6,6,6,6
Chicago Ave & S Washington Ave,Curfew Street & Ellis Ave.,2,2,2,2,2,2
Chicago Ave & S Washington Ave,Currie Park,10,10,10,10,10,10
Chicago Ave & S Washington Ave,Delaware Street SE & 26th Ave SE,8,8,8,8,8,8
Chicago Ave & S Washington Ave,Dupont Ave & 22nd Street,6,6,6,6,6,6
Chicago Ave & S Washington Ave,Dupont Ave S & W 29th Street,3,3,3,3,3,3
Chicago Ave & S Washington Ave,E 38th Street & 42nd Ave S,3,3,3,3,3,3
Chicago Ave & S Washington Ave,E Franklin Ave & Bloomington Ave S,4,4,4,4,4,4
Chicago Ave & S Washington Ave,East Lake Street & 36th Ave S,2,2,2,2,2,2
Chicago Ave & S Washington Ave,Elliot Ave S & E 24th Street,23,23,23,23,23,23
Chicago Ave & S Washington Ave,Elliot Hall,17,17,17,17,17,17
Chicago Ave & S Washington Ave,Elliot Park,23,23,23,23,23,23
Chicago Ave & S Washington Ave,Franklin & 11th Ave,9,9,9,9,9,9
Chicago Ave & S Washington Ave,Franklin & 28th Ave,12,12,12,12,12,12
Chicago Ave & S Washington Ave,Franklin & Portland,5,5,5,5,5,5
Chicago Ave & S Washington Ave,Gateway Park,148,148,148,148,148,148
Chicago Ave & S Washington Ave,Grand Ave & Fairview Ave,1,1,1,1,1,1
Chicago Ave & S Washington Ave,Grant Street & Portland Ave,32,32,32,32,32,32
Chicago Ave & S Washington Ave,Groveland Ave & Clifton Place,6,6,6,6,6,6
Chicago Ave & S Washington Ave,Hennepin & Central Avenue NE,22,22,22,22,22,22
Chicago Ave & S Washington Ave,Hennepin & Laurel Ave,22,22,22,22,22,22
Chicago Ave & S Washington Ave,Hennepin Ave & S Washington Ave,78,78,78,78,78,78
Chicago Ave & S Washington Ave,Hennepin County Government Center,72,72,72,72,72,72
Chicago Ave & S Washington Ave,Hiawatha Ave & E 50th Street,4,4,4,4,4,4
Chicago Ave & S Washington Ave,IDS Center,75,75,75,75,75,75
Chicago Ave & S Washington Ave,Lake Calhoun Center,5,5,5,5,5,5
Chicago Ave & S Washington Ave,Lake Como Pavilion,1,1,1,1,1,1
Chicago Ave & S Washington Ave,Lake Harriet Bandshell,5,5,5,5,5,5
Chicago Ave & S Washington Ave,Lake Street & Humboldt,13,13,13,13,13,13
Chicago Ave & S Washington Ave,Lake Street & Knox Ave S,22,22,22,22,22,22
Chicago Ave & S Washington Ave,Lake Street & West River Parkway,16,16,16,16,16,16
Chicago Ave & S Washington Ave,Landmark Plaza,1,1,1,1,1,1
Chicago Ave & S Washington Ave,Logan Park,43,43,43,43,43,43
Chicago Ave & S Washington Ave,Loring Park,17,17,17,17,17,17
Chicago Ave & S Washington Ave,Lyndale Ave S & 22nd Street ,3,3,3,3,3,3
Chicago Ave & S Washington Ave,Lyndale Ave S & W 29th Street,10,10,10,10,10,10
Chicago Ave & S Washington Ave,MCAD,26,26,26,26,26,26
Chicago Ave & S Washington Ave,Malcolm Ave SE & 5th Street SE,25,25,25,25,25,25
Chicago Ave & S Washington Ave,Mariucci Arena,11,11,11,11,11,11
Chicago Ave & S Washington Ave,Marshall Street NE & 18th Ave NE,3,3,3,3,3,3
Chicago Ave & S Washington Ave,Marshall Street NE & 8th Ave NE,6,6,6,6,6,6
Chicago Ave & S Washington Ave,Marshall Street NE & Lowry Ave,7,7,7,7,7,7
